Date,Time,Open,High,Low,Close,Volume,OpenInt
2017-06-12,22:00:00,2423,2426.75,2421.75,2426.75,0,0
2017-06-12,23:00:00,2426.75,2427.5,2425.75,2427,0,0
2017-06-12,23:59:00,2427,2427,2427,2427,0,0
2017-06-13,01:00:00,2426,2426.75,2425.25,2426.25,0,0
2017-06-13,02:00:00,2426,2427.25,2425.75,2427.25,0,0
2017-06-13,03:00:00,2427.25,2430.75,2427.25,2428.75,0,0
2017-06-13,04:00:00,2428.75,2430.25,2428.5,2429.5,0,0
2017-06-13,05:00:00,2429.5,2429.75,2428.75,2428.75,0,0
2017-06-13,06:00:00,2429,2430.25,2428.5,2429.5,0,0
2017-06-13,07:00:00,2429.25,2430.5,2429.25,2429.5,0,0
2017-06-13,08:00:00,2430,2430,2429.5,2429.75,0,0
2017-06-13,09:00:00,2429.5,2432,2429.5,2430.75,0,0
2017-06-13,10:00:00,2431,2433.5,2430,2432,0,0
2017-06-13,11:00:00,2432,2432.75,2430.75,2431.5,0,0
2017-06-13,12:00:00,2431.5,2432,2430,2430.5,0,0
2017-06-13,13:00:00,2430.5,2431.25,2430,2430.25,0,0
2017-06-13,14:00:00,2430,2430.75,2429.5,2430,0,0
2017-06-13,15:00:00,2429.75,2432.25,2429.75,2431.5,0,0
2017-06-13,16:00:00,2431.5,2435.75,2431.5,2433.25,0,0
2017-06-13,17:00:00,2433.25,2434.5,2430.25,2430.25,0,0
2017-06-13,18:00:00,2430.25,2435.25,2429,2434.5,0,0
2017-06-13,19:00:00,2434.5,2437,2433.5,2437,0,0
2017-06-13,20:00:00,2436.5,2437.75,2434.5,2436.5,0,0
2017-06-13,21:00:00,2436.5,2438.5,2435.75,2436.25,0,0
2017-06-13,22:00:00,2436.5,2439.25,2435.75,2437.5,0,0
2017-06-13,23:00:00,2437.5,2439,2437,2438,0,0
2017-06-14,01:00:00,2438.25,2438.5,2438,2438,0,0
2017-06-14,02:00:00,2437.75,2438.25,2437.75,2437.75,0,0
2017-06-14,03:00:00,2437.5,2438.25,2437,2437.5,0,0
2017-06-14,04:00:00,2437.5,2437.5,2436.5,2436.5,0,0
2017-06-14,05:00:00,2437,2437.25,2435,2435.75,0,0
2017-06-14,06:00:00,2435.5,2436.5,2435.25,2435.25,0,0
2017-06-14,07:00:00,2435,2436.75,2435,2436.25,0,0
2017-06-14,08:00:00,2436,2436.25,2435.25,2435.62,0,0
2017-06-14,09:00:00,2435.62,2437,2435.25,2436.75,0,0
2017-06-14,10:00:00,2436.75,2439,2436.5,2438,0,0
2017-06-14,11:00:00,2438.5,2439.75,2437.5,2438.25,0,0
2017-06-14,12:00:00,2438.5,2440.75,2438.25,2439.75,0,0
2017-06-14,13:00:00,2439.75,2441,2439.25,2440.5,0,0
2017-06-14,14:00:00,2441,2442.5,2440.25,2441,0,0
2017-06-14,15:00:00,2441,2443.5,2438.25,2441,0,0
2017-06-14,16:00:00,2441.25,2442.75,2436.5,2439.5,0,0
